contract_address,chain,protocol,method_id,method,absolute_executions,%,cum %
0xf4b1486dd74d07706052a33d31d7c0aafd0659e1,arb,,0xe8eda9df,,16,,
0x6fc79ddd0379fd11d67dd73056465e822b843d13,eth,,0xd88a0d43,,16,,
0x9879406c2ef6578ceb59009d64151ef3f225830b,bsc,,0x095ea7b3,,16,,
0x120a3879da835a5af037bb2d1456bebd6b54d4ba,eth,,0x095ea7b3,,16,,
0x231b0ee14048e9dccd1d247744d114a4eb5e8e63,eth,,0xac9650d8,,16,,
0xa8ed4d2c3f6f98a55cdded97c5ae9b932b0633a4,op,,0x48a15e6f,,16,,
0x1bacc2205312534375c8d1801c27d28370656cff,arb,,0xca23bb4c,,16,,
0xb0d502e938ed5f4df2e681fe6e419ff29631d62b,bsc,,0x095ea7b3,,16,,
0x3a23f943181408eac424116af7b7790c94cb97a5,avax,,0x00000181,,16,,
0xc885b641cb11ce2b38a7c28b79318c4b89cf04f9,arb,,0x4641257d,,16,,
0x00000000009726632680fb29d3f7a9734e3010e2,arb,,0x999b6464,,16,,
0xfa68fb4628dff1028cfec22b4162fccd0d45efb6,matic,,0x23b872dd,,16,,
0xc92c0d2c768acf5ef1d6600c305694bde6f45c1d,eth,,0x4e71d92d,,16,,
0x75588190d570fbc74e36711d6668b1f9313d5fe8,bsc,,0x4d474898,,16,,
0x5283d291dbcf85356a21ba090e6db59121208b44,eth,,0x23b872dd,,16,,
0xcdb7d260c107499c80b4b748e8331c64595972a1,zksync,,0x095ea7b3,,16,,
0xaaa3b1f1bd7bcc97fd1917c18ade665c5d31f066,base,,0x7ff36ab5,,16,,
0x74b23882a30290451a17c44f4f05243b6b58c76d,ftm,,0x095ea7b3,,16,,
0x2f6f07cdcf3588944bf4c42ac74ff24bf56e7590,matic,,0x2e15238c,,16,,
0xd1f17b7a6bff962659ed608bcd6d318bb5fbb249,eth,,0xa9059cbb,,16,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,bsc,,0x4630a0d8,,16,,
0xfaf8fd17d9840595845582fcb047df13f006787d,op,,0xe75b1c2e,,16,,
0xd101dcc414f310268c37eeb4cd376ccfa507f571,eth,,0x095ea7b3,,15,,
0x099f8d9e004ce139c6f46572ea99c0db71889a78,eth,,0x095ea7b3,,15,,
0x738865301a9b7dd80dc3666dd48cf034ec42bdda,eth,,0x095ea7b3,,15,,
0x62c5aa8277e49b3ead43dc67453ec91dc6826403,arb,,0xd9caed12,,15,,
0xf34e0cff046e154cafcae502c7541b9e5fd8c249,base,,0x095ea7b3,,15,,
0x6d2070b13929df15b13d96cfc509c574168988cd,arb,,0x0572b0cc,,15,,
0x12f31b73d812c6bb0d735a218c086d44d5fe5f89,bsc,,0x095ea7b3,,15,,
0xdb4ea87ff83eb1c80b8976fc47731da6a31d35e5,op,,0x095ea7b3,,15,,
0xe9a97b0798b1649045c1d7114f8c432846828404,eth,,0x095ea7b3,,15,,
0xa315aa2410a0ded2c1bf87840edece099c3a7b9c,eth,,0x64617461,,15,,
0xd2244d374566e03533205bd68afd547bc3dcc5e5,avax,,0xb9599951,,15,,
0x58dd173f30ecffdfebcd242c71241fb2f179e9b9,base,,0x7bde82f2,,15,,
0x5402b5f40310bded796c7d0f3ff6683f5c0cffdf,arb,,0x095ea7b3,,15,,
0x79fcdef22feed20eddacbb2587640e45491b757f,eth,,0xa22cb465,,15,,
0x9d2f299715d94d8a7e6f5eaa8e654e8c74a988a7,arb,,0x095ea7b3,,15,,
0x81c9a7b55a4df39a9b7b5f781ec0e53539694873,op,,0xb460af94,,15,,
0xee72f1035c706478f84ab9480e45b427aa6b6682,eth,,0x2f366637,,15,,
0xe11b93b61f6291d35c5a2bea0a9ff169080160cf,base,,0x18a13086,,15,,
0x055d0f4ab9922c006220e32b75cf02083c955e93,eth,,0xbe040fb0,,15,,
0xdecdc6ecd6efd83798de5cf8e96a9a1d6c730117,matic,,0x4bd7d233,,15,,
0x43af0944b34ad466dcea7fc8f77aafc6a4ec70fa,eth,,0x095ea7b3,,15,,
0x6cafc1b007f16f171b34ee45fc61b378ad58f592,eth,,0xae77c237,,15,,
0xee116128b9aaadbcd1f7c18608c5114f594cf5d6,arb,,0xca5eb5e1,,15,,
0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,eth,,0xa5977fbb,,15,,
0xf9ca0ec182a94f6231df9b14bd147ef7fb9fa17c,arb,,0x095ea7b3,,15,,
0x8731d54e9d02c286767d56ac03e8037c07e01e98,matic,,0xe2bbb158,,15,,
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,eth,,0x7ff36ab5,,15,,
0xb7c9e72f0a2f338fd269f548920dd896e5dbf3e3,arb,,0x51905636,,15,,
0x9b11bc9fac17c058cab6286b0c785be6a65492ef,arb,,0x1fd8010c,,15,,
0x5483dc6abda5f094865120b2d251b5744fc2ecb5,eth,,0x095ea7b3,,15,,
0xc0798d022eee81f1408895325a9fbe171d2a24f1,base,,0xb6b55f25,,15,,
0x7ff5601b0a434b52345c57a01a28d63f3e892ac0,eth,,0xa22cb465,,15,,
0xc2cff09cacf78f46a46783fef063839be6b25b35,eth,,0x6a761202,,15,,
0x5946aeaab44e65eb370ffaa6a7ef2218cff9b47d,eth,,0x0fbf0a93,,15,,
0xd8967b2b15b3cdf96039b7407813b4037f73ec27,eth,,0xc00007b0,,15,,
0xdbf25526c2fc7987fb3f419212b99e95778fdda4,eth,,0x2e7ba6ef,,15,,
0x77e06c9eccf2e797fd462a92b6d7642ef85b0a44,eth,,0xa9059cbb,,15,,
0x9e629d779be89783263d4c4a765c38eb3f18671c,eth,,0xa22cb465,,15,,
0x6d04706f1ba4c477c262ba70a79063d7c878901f,base,,0x67ffb66a,,15,,
0xccf5cf1d039f1a7b66be855b79b14a01d0a4dbd5,eth,,0x095ea7b3,,15,,
0x3a1d0952809f4948d15ebce8d345962a282c4fcb,bsc,,0x310bd74b,,15,,
0x9813037ee2218799597d83d4a5b6f3b6778218d9,eth,,0xa9059cbb,,15,,
0xb160a5f19ebccd8e0549549327e43ddd1d023526,bsc,,0x23b872dd,,15,,
0x6db544e2a4464762c4df0876389c5357fa7a3a93,eth,,0x1cff79cd,,15,,
0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa,eth,,0xa9059cbb,,15,,
0xb83b554730d29ce4cb55bb42206c3e2c03e4a40a,polygon-zkevm,,0x54e3f31b,,15,,
0xd999e16e68476bc749a28fc14a0c3b6d7073f50c,zksync,,0x67ffb66a,,15,,
0xf3f04555f8fda510bfc77820fd6eb8446f59e72d,eth,,0x6111ad25,,15,,
0x476cd2e5382922ffda338c565b4050c0ea128690,arb,,0x4e71d92d,,15,,
0x8568a675384d761f36ec269d695d6ce4423cfab1,moonbeam,,0x9a99b4f0,,15,,
0x7a63d17f5a59bca04b6702f461b1f1a1c59b100b,eth,,0xa22cb465,,15,,
0x9a202c932453fb3d04003979b121e80e5a14ee7b,base,,0x2e1a7d4d,,15,,
0x982239d38af50b0168da33346d85fb12929c4c07,arb,,0x095ea7b3,,15,,
0xeaa63125dd63f10874f99cdbbb18410e7fc79dd3,eth,,0x095ea7b3,,15,,
0x8d140a45b39e70d06554de49d022c9caf5f0262b,arb,,0x4e71d92d,,15,,
0x4ee82a09f5cb6c734a7dcabf9b28e9007d4d9fac,base,,0x095ea7b3,,15,,
0x20561172f791f915323241e885b4f7d5187c36e1,eth,,0x095ea7b3,,15,,
0xa346bd80943aa3042e6709d80ce9c3b8fbeac4ab,eth,,0x48686626,,15,,
0x130966628846bfd36ff31a822705796e8cb8c18d,avax,,0x095ea7b3,,15,,
0xdb6a38106430c579fa696cb7e290b80eb4ba6cf5,eth,,0x3d18b912,,15,,
0xe08efb59e053a586415272c15cdf62758c698739,arb,,0x7cbc2373,,15,,
0x1c6b1264b022de3c6f2adde01d11ffc654297ba6,arb,,0xd68d5ddc,,15,,
0x692ac1e363ae34b6b489148152b12e2785a3d8d6,matic,,0x23b872dd,,15,,
0xdf9d427711cce46b52feb6b2a20e4aeaea12b2b7,base,,0xb6b55f25,,15,,
0xa81dac2e9caa218fcd039d7cedeb7847cf362213,base,,0xb6b55f25,,15,,
0x3a23f943181408eac424116af7b7790c94cb97a5,arb,,0x00000003,,15,,
0xb6f6d86a8f9879a9c87f643768d9efc38c1da6e7,bsc,,0x0f5287b0,,15,,
0xbd5f8134e78f3fd4efc65b1db552e8b621f1675c,matic,,0x1249c58b,,15,,
0x1b02da8cb0d097eb8d57a175b88c7d8b47997506,arb,,0x791ac947,,15,,
0x01e77288b38b416f972428d562454fb329350bac,ftm,,0x095ea7b3,,15,,
0xabd0061755a180052703f72f06cef8c2eb1384b6,eth,,0x095ea7b3,,15,,
0xfd389dc9533717239856190f42475d3f263a270d,op,,0x095ea7b3,,15,,
0x508e00d5cef397b02d260d035e5ee80775e4c821,eth,,0xa9059cbb,,15,,
0xfcd3842f85ed87ba2889b4d35893403796e67ff1,base,,0x02751cec,,15,,
0x065e959ffd4c76ae2e0d31cfcf91c0c9834472ec,linea,,0x07432196,,15,,
0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a,arb,,0xa9059cbb,,15,,
0xa3d1a8deb97b111454b294e2324efad13a9d8396,base,,0x095ea7b3,,15,,
0x34eebee6942d8def3c125458d1a86e0a897fd6f9,eth,,0xa22cb465,,15,,
0x0df5dfd95966753f01cb80e76dc20ea958238c46,arb,,0x095ea7b3,,15,,
0xde5ed76e7c05ec5e4572cfc88d1acea165109e44,ftm,,0x095ea7b3,,15,,
0x7c68c7866a64fa2160f78eeae12217ffbf871fa8,arb,,0xc41b1ab3,,15,,
0x4e586686e0f614c6dbce19c40f239163569d4e4b,linea,,0x84bb1e42,,15,,
0x4be3ad153f4c6b10f098e4270e77a434234c5493,eth,,0xa22cb465,,15,,
0xd17c18979a45c0f3604331831c409f7bff64d3c1,eth,,0x095ea7b3,,15,,
0x8087039152c472fa74f47398628ff002994056ea,base,,0x705dcf34,,15,,
0x65378b697853568da9ff8eab60c13e1ee9f4a654,avax,,0x095ea7b3,,15,,
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,eth,,0xa9059cbb,,15,,
0x531bc6e97b65adf8b3683240bd594932cfb63797,arb,,0xf3621c90,,15,,
0xd4feff615c0e90f06340be95d30e1f397779a184,op,,0xefef39a1,,15,,
0xb9879cd06c904c2fdbc75d03534929b5e842f3a0,eth,,0x1943f3ae,,15,,
0x2a87115a12751a863c713b259a9a0b421c588898,matic,,0xf5f8d365,,15,,
0x254eaede62ad856ff892379a1a547213a355afdb,arb,,0x095ea7b3,,15,,
0xa2530c997014cdd2cee71636cea8d32c21e0d311,arb,,0x52bbbe29,,15,,
0xc52fafdc900cb92ae01e6e4f8979af7f436e2eb2,eth,,0x095ea7b3,,15,,
0x0d71adb8c8f6b9b11a621cb1ed141566e7fa3646,eth,,0x87515b90,,15,,
0x2ebbd79cb7f7ef54f9e5e2a709f859c819147327,arb,,0x33cfcd3b,,15,,
0x4aa42145aa6ebf72e164c9bbc74fbd3788045016,eth,,0x3f7658fd,,15,,
0x152b9d0fdc40c096757f570a51e494bd4b943e50,avax,,0x23b872dd,,15,,
0x52e75d318cfb31f9a2edfa2dfee26b161255b233,bsc,,0xfe359a0d,,15,,
0x0590cc9232ebf68d81f6707a119898219342ecb9,eth,,0x095ea7b3,,15,,
0x1d9619e10086fdc1065b114298384aae3f680cc0,eth,,0x1ebc263f,,15,,
0x26f50a09fb6c7b4917f07947dab59be5d5064c22,eth,,0x8dbdbe6d,,15,,
0xd7cabef2c1fd77a31c5ba97c724b82d3e25fc83c,base,,0x3c173a4f,,15,,
0xf5c51c0318622e7bcdcee51445bfef1633066f40,matic,,0xf5f8d365,,15,,
0xa260e12d2b924cb899ae80bb58123ac3fee1e2f0,bsc,,0x23b872dd,,14,,
0x80115c708e12edd42e504c1cd52aea96c547c05c,zksync,,0x095ea7b3,,14,,
0xad29abb318791d579433d831ed122afeaf29dcfe,bsc,,0x095ea7b3,,14,,
0x5c391434354ff8c32f041824e966d317ffd5fbd4,op,,0xc00007b0,,14,,
0x767fe9edc9e0df98e07454847909b5e959d7ca0e,eth,,0x095ea7b3,,14,,
0x34635280737b5bfe6c7dc2fc3065d60d66e78185,eth,,0x095ea7b3,,14,,
0x967da4048cd07ab37855c090aaf366e4ce1b9f48,eth,,0x23b872dd,,14,,
0x2c889a24af0d0ec6337db8feb589fa6368491146,eth,,0xa22cb465,,14,,
0x4dad357726b41bb8932764340ee9108cc5ad33a0,arb,,0x095ea7b3,,14,,
0x4e537a3a1e59fcdfa225fa470976b356786888cc,eth,,0x3593564c,,14,,
0x1b6382dbdea11d97f24495c9a90b7c88469134a4,ftm,,0xa9059cbb,,14,,
0xd2cb35e060b4fd5d11e83dffe43f9c04b0dae8b9,arb,,0x1419e77b,,14,,
0x09233d553058c2f42ba751c87816a8e9fae7ef10,eth,,0xa22cb465,,14,,
0x51af494f1b4d3f77835951fa827d66fc4a18dae8,avax,,0xc45dec27,,14,,
0x000000000000d58696577347f78259bd376f1bec,base,,0x2c09294a,,14,,
0xc03b43d492d904406db2d7d57e67c7e8234ba752,op,,0x095ea7b3,,14,,
0x32fd44bb869620c0ef993754c8a00be67c464806,zksync,,0x095ea7b3,,14,,
0x16cd38b1b54e7abf307cb2697e2d9321e843d5aa,arb,,0xeed33cef,,14,,
0x535ec56479892d9c02fe2bb86cebf7ed62e81131,arb,,0x441a3e70,,14,,
0xba12222222228d8ba445958a75a0704d566bf2c8,base,,0xb95cac28,,14,,
0x7b54949c347283fa970586ce170f90aa93d3fa4b,arb,,0x372500ab,,14,,
0x6339e5e072086621540d0362c4e3cea0d643e114,eth,,0x42842e0e,,14,,
0x59a729658e9245b0cf1f8cb9fb37945d2b06ea27,arb,,0x23b872dd,,14,,
0xbe2b6c5e31f292009f495ddbda88e28391c9815e,bsc,,0x095ea7b3,,14,,
0x59a729658e9245b0cf1f8cb9fb37945d2b06ea27,arb,,0x095ea7b3,,14,,
0x0b2c639c533813f4aa9d7837caf62653d097ff85,op,,0xa9059cbb,,14,,
0x93e6272a6b2874f3ff542c05a75d52a0bf34dabf,base,,0x095ea7b3,,14,,
0x580a84c73811e1839f75d86d75d88cca0c241ff4,matic,,0x095ea7b3,,14,,
0xd4ae6eca985340dd434d38f470accce4dc78d109,bsc,,0xf41766d8,,14,,
0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31,avax,,0x5f575529,,14,,
0x6b31859e5e32a5212f1ba4d7b377604b9d4c7a60,op,,0x3a1b1d57,,14,,
0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7,eth,,0xa22cb465,,14,,
0xa6d0eea3afab2696a840731537874e058bc8049f,eth,,0x23b872dd,,14,,
0x0c7b199ac2bca0dba8d1785480648f0318b9a7b8,eth,,0x095ea7b3,,14,,
0x327df1e6de05895d2ab08513aadd9313fe505d86,base,,0xb6f9de95,,14,,
0x743494393d802ac25c39d7882b10d7fd08293686,eth,,0x095ea7b3,,14,,
0xe50fa9b3c56ffb159cb0fca61f5c9d750e8128c8,arb,,0xd505accf,,14,,
0x8377ff4aed639cbd75223aa9a9cab257864591ca,eth,,0x1e83409a,,14,,
0x570a5d26f7765ecb712c0924e4de545b89fd43df,bsc,,0x23b872dd,,14,,
0xf44f34aefd17bd396731b6828e3518a121168939,arb,,0x0914e011,,14,,
0x1936c91190e901b7dd55229a574ae22b58ff498a,eth,,0x095ea7b3,,14,,
0xfdf5acd92840e796955736b1bb9cc832740744ba,eth,,0xa22cb465,,14,,
0x2a3dd3eb832af982ec71669e178424b10dca2ede,polygon-zkevm,,0xcd586579,,14,,
0x6daf586b7370b14163171544fca24abcc0862ac5,arb,,0x095ea7b3,,14,,
0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,eth,,0x23b872dd,,14,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,ftm,,0x54e3f31b,,14,,
0xa6897cce09980a302822256f875a7dcb1ebb79c9,eth,,0x21d0af34,,14,,
0x5f98805a4e8be255a32880fdec7f6728c6568ba0,eth,,0x095ea7b3,,14,,
0x45a01e4e04f14f7a4a6702c74187c5f6222033cd,matic,,0xc4de93a5,,14,,
0xbe9371326f91345777b04394448c23e2bfeaa826,eth,,0xa22cb465,,14,,
0xb419ce2ea99f356bae0cac47282b9409e38200fa,matic,,0xd1c2babb,,14,,
0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c,eth,,0x23b872dd,,14,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,matic,,0x2298207a,,14,,
0x79be2f4ec8a4143baf963206cf133f3710856d0a,avax,,0xac9650d8,,14,,
0x3c0924e5f2d793e8db8c719c416c72ebd51847e1,arb,,0x4e71d92d,,14,,
0x239015de0f0121f2c80134558decbba75ea056c6,eth,,0x095ea7b3,,14,,
0xcf68a2721394dcf5dcf66f6265c1819720f24528,linea,,0xdb6b5246,,14,,
0xf58a978aa68515178583036d6fbd11d3afb83f2a,eth,,0x095ea7b3,,14,,
0x794a61358d6845594f94dc1db02a252b5b4814ad,op,,0x8e19899e,,14,,
0x6774bcbd5cecef1336b5300fb5186a12ddd8b367,eth,,0xc311b6fc,,14,,
0x644192291cc835a93d6330b24ea5f5fedd0eef9e,eth,,0x23b872dd,,14,,
0xdf10ff40755ddbc17fa43ee425a41be3dd244f9c,arb,,0xa22cb465,,14,,
0x3eb9c7ee5f72e51f61e832137719fe8d1e53a2ce,eth,,0x095ea7b3,,14,,
0xaaa1ee8dc1864ae49185c368e8c64dd780a50fb7,arb,,0xc4e9c056,,14,,
0x7572642b2592c8daeff1dd21c20fd1e958ea2303,eth,,0x664366db,,14,,
0x2f3551110c0e58dc0e85a4fb81b659b598783bd8,base,,0x095ea7b3,,14,,
0x3ed64f6c9ffc653f1ccc6ed6c153df72f8bd96b8,op,,0x3d18b912,,14,,
0x20279b6d57ba6d3ef852f34800e43e39d46d6487,op,,0x40c10f19,,14,,
0x607363389331f4b2d1b955d009506a67c565d75e,base,,0x095ea7b3,,14,,
0xa9512052794c8631e55315821d1fd91d8df4b568,arb,,0x59d7d394,,14,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,avax,,0xa94e78ef,,14,,
0x0e42acbd23faee03249daff896b78d7e79fbd58e,eth,,0x65fc3873,,14,,
0xb0d502e938ed5f4df2e681fe6e419ff29631d62b,bsc,,0x23b872dd,,14,,
0xae7ab96520de3a18e5e111b5eaab095312d7fe84,eth,,0xa9059cbb,,14,,
0xab98093c7232e98a47d7270ce0c1c2106f61c73b,eth,,0x095ea7b3,,14,,
0xb94d1959084081c5a11c460012ab522f5a0fd756,arb,,0x441a3e70,,14,,
0xce16f69375520ab01377ce7b88f5ba8c48f8d666,arb,,0x21477960,,14,,
0x6330d5f08f51057f36f46d6751ecdc0c65ef7e9e,op,,0x34c7fec9,,14,,
0xe2c96a636c64322d444c58de20e599b3ce9c6116,bsc,,0xb6b55f25,,14,,
0xc92c0d2c768acf5ef1d6600c305694bde6f45c1d,eth,,0xd423d608,,14,,
0xddaecf4b02a3e45b96fc2d7339c997e072b0d034,arb,,0x9ebea88c,,14,,
0x7b59c390ce9b6425915db386e6e41ec7ad6733c0,base,,0x3d18b912,,14,,
0x06a4385d11b64be7248db210eca0a04a558608a5,eth,,0x23b872dd,,14,,
0xee72f1035c706478f84ab9480e45b427aa6b6682,eth,,0xda82fb4c,,14,,
0xd85e038593d7a098614721eae955ec2022b9b91b,arb,,0xa8abe905,,14,,
0x43ab8f7d2a8dd4102ccea6b438f6d747b1b9f034,arb,,0x095ea7b3,,14,,
0xd7b7f2bf1a72743851d91d07ee3789066255fec3,polygon-zkevm,,0xb6d188f9,,14,,
0xf6d1b85af155229acd7b523601148585a1ff67c6,matic,galxe,0x4d8eb822,,14,,
0x2d9d7c64f6c00e16c28595ec4ebe4065ef3a250b,eth,,0x095ea7b3,,14,,
0x60b8c145235a31f1949a831803768bf37d7ab7aa,arb,,0x41089ce2,,14,,
0xa35923162c49cf95e6bf26623385eb431ad920d3,eth,,0x23b872dd,,14,,
0x8357b8b211a02d8d0d2e1d947f7a4898cfc5af41,eth,,0xd393c871,,14,,
0x0a9f824c05a74f577a536a8a0c673183a872dff4,arb,,0xae30f6ee,,14,,
0x4d224452801aced8b2f0aebe155379bb5d594381,eth,,0xa9059cbb,,14,,
0x92691e540ac5314f5e12b8af476c3edeeebd6b58,zksync,,0xd2cab056,,14,,
0x8cc379a292a47cb8406fb1bd8a6d98f442275f0e,eth,,0x095ea7b3,,14,,
0xd40bedb44c081d2935eeba6ef5a3c8a31a1bbe13,bsc,,0x23b872dd,,14,,
0x1261d315da164c41db9968c4544ad641cf9582b5,arb,,0xa0712d68,,14,,
0x3a18dcc9745edcd1ef33ecb93b0b6eba5671e7ca,arb,,0x23b872dd,,14,,
0x4f39f12064d83f6dd7a2bdb0d53af8be560356a6,eth,,0x8e9171b0,,14,,
0x0001a500a6b18995b03f44bb040a5ffc28e45cb0,eth,,0xa9059cbb,,14,,
0x47c454ca6be2f6def6f32b638c80f91c9c3c5949,bsc,,0x23b872dd,,14,,
0x20fb7ec336958ea887a288ce49999d7d7c08529c,matic,,0x095ea7b3,,14,,
0xa8b919680258d369114910511cc87595aec0be6d,eth,,0x9bd9bbc6,,14,,
0xbeae1b06949d033da628ba3e5af267c3e740494b,op,,0xc45dec27,,14,,
0xf89042057d079debe2a65a1a899e48e0e825105f,base,,0x095ea7b3,,14,,
0xf6c5f01c7f3148891ad0e19df78743d31e390d1f,base,,0x029b2f34,,14,,
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,eth,,0x23b872dd,,14,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,bsc,,0xed178619,,14,,
0x8313f3551c4d3984ffbadfb42f780d0c8763ce94,ftm,,0xa183af52,,14,,
0x911f73a6fea8e7592a5d2bdd2ddc26a86d0fc24a,arb,,0x0914e011,,14,,
0x20f0b18bdde8e3dd0e42c173062ebdd05c421151,base,,0xf970cf64,,14,,
0x12bb890508c125661e03b09ec06e404bc9289040,bsc,,0x23b872dd,,14,,
0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,eth,,0xa9059cbb,,14,,
0xb588a34afa5be3f3af703159fb6586a2caf04ba8,base,,0x9be677c1,,14,,
0xbd5f8134e78f3fd4efc65b1db552e8b621f1675c,matic,,0x51905636,,14,,
0xb431dfdda9cbaf21325cbc5c9a676abb5242fab6,eth,,0xf242432a,,14,,
0xcd18eaa163733da39c232722cbc4e8940b1d8888,eth,,0x7a9b2c6c,,14,,
0x0fc3dd8c37880a297166bed57759974a157f0e74,eth,,0xa22cb465,,14,,
0xa3fa99a148fa48d14ed51d610c367c61876997f1,matic,,0x095ea7b3,,14,,
0x742b70151cd3bc7ab598aaff1d54b90c3ebc6027,eth,,0x282d3fdf,,14,,
0x2f6f07cdcf3588944bf4c42ac74ff24bf56e7590,avax,,0x2e15238c,,14,,
0xe2c96a636c64322d444c58de20e599b3ce9c6116,bsc,,0x3d18b912,,14,,
0x1d9a1491924c1847e669dafde86341ad92a87fe2,eth,,0xa22cb465,,14,,
0xa07f2e99eaa338acf66337baf99551bdcfd3ab00,ftm,,0x51905636,,14,,
0x05dda987bc16b7a2516d1639646011e9e0b4ae74,arb,,0x89beba4b,,14,,
0xe484c57ef3d6b0e8fe6bc3cbabd4713c60d77be7,linea,,0x7f6664f9,,14,,
0x6131b5fae19ea4f9d964eac0408e4408b66337b5,matic,,0x59e50fed,,14,,
0xe6fab3f0c7199b0d34d7fbe83394fc0e0d06e99d,arb,,0x36def2c8,,14,,
0xd807f7e2818db8eda0d28b5be74866338eaedb86,eth,,0x095ea7b3,,14,,
0x53b08dbd70327b7ba3b7886fc9987bc985d27262,arb,,0x656f3d64,,14,,
0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,eth,,0xac9650d8,,14,,
0x6c91beeceedda2089307fab818e12757948bf489,base,,0x852a12e3,,14,,
0xbc66bb7d7aa812e30eb25b1bc8953e738c0690cc,arb,,0x0914e011,,14,,
0x2cdca0a5e8c0133dc8e3677b4022817c6c7dc40b,base,,0xac9650d8,,14,,
0xff836a5821e69066c87e268bc51b849fab94240c,eth,,0x23b872dd,,14,,
0x6f51a1674befdd77f7ab1246b83adb9f13613762,bsc,,0x23b872dd,,14,,
0x9c8d2f53f6bff84458f1c84fdaa1e4852ca958e3,eth,,0xa22cb465,,14,,
0x9834f55f426e985351ca8a954c55dbe8b04be4b4,eth,,0x095ea7b3,,14,,
0xfd1b0b0dfa524e1fd42e7d51155a663c581bbd50,eth,,0xa22cb465,,14,,
0xd5046b976188eb40f6de40fb527f89c05b323385,base,,0x095ea7b3,,14,,
0x0fd829c3365a225fb9226e75c97c3a114bd3199e,eth,,0x56b40eb7,,14,,
0x0b9570a0194ffb8bf9e60a95e8d905bf2358abcc,eth,,0x095ea7b3,,14,,
0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce,eth,,0xa9059cbb,,14,,
0x0000000001e4ef00d069e71d6ba041b0a16f7ea0,arb,,0xb85f50ba,,14,,
0x1111111254eeb25477b68fb85ed929f73a960582,eth,,0x3eca9c0a,,14,,
0x0000000000adead599c11a0c9a7475b67852c1d0,eth,,0x0d64d5a6,,14,,
0x4617695387be48c3202a0a9165549c790c4a08af,base,,0x38ed1739,,14,,
0xe6f2e9e9a14e8796deaf5bb5b373bac6ae09b1db,arb,,0x32f289cf,,14,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,op,,0x46c67b6d,,14,,
0x943ac2310d9bc703d6ab5e5e76876e212100f894,zksync,,0x75ceafe6,,14,,
0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,eth,,0x23b872dd,,14,,
0x2da10a1e27bf85cedd8ffb1abbe97e53391c0295,zksync,,0x53c43f15,,14,,
0x988d79522285636d4c05bd79b798ca8d2909331c,arb,,0x4641257d,,14,,
0x1a5b0aaf478bf1fda7b934c76e7692d722982a6d,arb,,0x095ea7b3,,14,,
0xb6ff055b901b8c2d37d55da1f1daaea956136350,eth,,0x40c10f19,,14,,
0xccd05a0fcfc1380e9da27862adb2198e58e0d66f,arb,,0x095ea7b3,,14,,
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,matic,,0xe7acab24,,14,,
0x9d03ab31c0e71d909c68d3f6bb7483577ba8dcd7,matic,,0x095ea7b3,,14,,
0xe80c0cd204d654cebe8dd64a4857cab6be8345a3,eth,,0x095ea7b3,,14,,
0xe0f94ac5462997d2bc57287ac3a3ae4c31345d66,bsc,,0x23b872dd,,14,,
0x79edc58c471acf2244b8f93d6f425fd06a439407,base,,0xb6b55f25,,14,,
0x0544b381f24eac255ed1e2ab2a67f10d2502921a,base,,0x441a3e70,,14,,
0x6d9d8b50a0cccdf510f681a85472626c26377876,arb,,0x095ea7b3,,13,,
0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,op,,0x23b872dd,,13,,
0xb419ce2ea99f356bae0cac47282b9409e38200fa,matic,,0xa183af52,,13,,
0x9e247f9a6a58b997d67f72705f11568a69d25576,arb,,0xfb4d364c,,13,,
0xfc287513e2dd58fbf952eb0ed05d511591a6215b,eth,,0x67da598e,,13,,
0x44108f0223a3c3028f5fe7aec7f9bb2e66bef82f,eth,,0x095ea7b3,,13,,
0x7623e9dc0da6ff821ddb9ebaba794054e078f8c4,eth,,0x3ccfd60b,,13,,
0x4b0f1812e5df2a09796481ff14017e6005508003,bsc,,0x23b872dd,,13,,
0x11746fd90091228a97974435d6be5e10bda92f7c,bsc,,0x4641257d,,13,,
0x6ae96cc93331c19148541d4d2f31363684917092,matic,,0x095ea7b3,,13,,
0xc365224ef4fa75d56a280c5a3925cadbf7bd8eee,linea,,0xe7324cc2,,13,,
